lessonName,lessonTime,lessonClass,lessonTeacher,lessonDay,groupName,podGroup,numerator,id
л.Физическая культура,09.45-11.20 ,452,-,ПОНЕДЕЛЬНИК ,Х-211,1,0,1
пр.Физическая культура,09.45-11.20 ,-,-,ПОНЕДЕЛЬНИК ,Х-211,1,1,2
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-211,1,0,3
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-211,1,1,4
пр.Информатика,13.35-15.10 ,309а,Белокуров С.В.,ПОНЕДЕЛЬНИК ,Х-211,1,0,5
пр.Информатика,13.35-15.10 ,309а,Белокуров С.В.,ПОНЕДЕЛЬНИК ,Х-211,1,1,6
лаб.Неорг. химия,09.45-11.20 ,022,Плотникова С.Е.,ВТОРНИК     ,Х-211,1,0,7
пр.Математика,09.45-11.20 ,205,Кузнецов С.Ф.,ВТОРНИК     ,Х-211,1,1,8
"пр.История (история России, всеобщая история)",11.50-13.25 ,46,Быковская Г.А.,ВТОРНИК     ,Х-211,1,0,9
"пр.История (история России, всеобщая история)",11.50-13.25 ,46,Быковская Г.А.,ВТОРНИК     ,Х-211,1,1,10
"лаб.Информатика,",13.35-15.10 ,424,Белокуров С.В.,ВТОРНИК     ,Х-211,1,0,11
"лаб.Физика,",13.35-15.10 ,51,Власов Ю.Н.,ВТОРНИК     ,Х-211,1,1,12
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-211,1,0,13
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-211,1,1,14
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-211,1,0,15
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-211,1,1,16
пр.Иностранный язык,11.50-13.25 ,2и,Кошеварова И.Б., СРЕДА      ,Х-211,1,0,17
пр.Иностранный язык,11.50-13.25 ,3и,Сихарулидзе Д.Х., СРЕДА      ,Х-211,1,0,18
пр.Иностранный язык,11.50-13.25 ,2и,Кошеварова И.Б., СРЕДА      ,Х-211,1,1,19
пр.Иностранный язык,11.50-13.25 ,3и,Сихарулидзе Д.Х., СРЕДА      ,Х-211,1,1,20
пр.Математика,13.35-15.10 ,205,Кузнецов С.Ф., СРЕДА      ,Х-211,1,0,21
пр.Математика,13.35-15.10 ,205,Кузнецов С.Ф., СРЕДА      ,Х-211,1,1,22
пр.Иностранный язык,08.00-09.35 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-211,1,0,23
пр.Иностранный язык,08.00-09.35 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-211,1,1,24
пр.Иностранный язык,09.45-11.20 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-211,1,0,25
пр.Иностранный язык,09.45-11.20 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-211,1,1,26
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-211,1,0,27
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-211,1,1,28
пр.Основы формирования личности,13.35-15.10 ,8,Злобин А.Н.,ЧЕТВЕРГ     ,Х-211,1,0,29
пр.Физика,13.35-15.10 ,40,Леньшин А.С.,ЧЕТВЕРГ     ,Х-211,1,1,30
пр.Иностранный язык,08.00-09.35 ,1и,Кошеварова И.Б.,ПЯТНИЦА     ,Х-211,1,0,31
пр.Иностранный язык,08.00-09.35 ,1и,Кошеварова И.Б.,ПЯТНИЦА     ,Х-211,1,1,32
"л.История (история России, всеобщая история)",09.45-11.20 ,446,Быковская Г.А.,ПЯТНИЦА     ,Х-211,1,0,33
"л.Основы формирования личности (Социология, Культурология, Психология, Правоведение)",09.45-11.20 ,446,Злобин А.Н.,ПЯТНИЦА     ,Х-211,1,1,34
л.Информатика,11.50-13.25 ,401,Чернышова Е.В.,ПЯТНИЦА     ,Х-211,1,0,35
л.Неорганическая химия,11.50-13.25 ,37,Перегудов Ю.С.,ПЯТНИЦА     ,Х-211,1,1,36
пр.Иностранный язык,13.35-15.10 ,3и,Сихарулидзе Д.Х.,ПЯТНИЦА     ,Х-211,1,0,37
пр.Иностранный язык,13.35-15.10 ,3и,Сихарулидзе Д.Х.,ПЯТНИЦА     ,Х-211,1,1,38
л.Физическая культура,09.45-11.20 ,452,-,ПОНЕДЕЛЬНИК ,Х-211,2,0,39
пр.Физическая культура,09.45-11.20 ,-,-,ПОНЕДЕЛЬНИК ,Х-211,2,1,40
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-211,2,0,41
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-211,2,1,42
лаб.Неорг. химия,13.35-15.10 ,022,Плотникова С.Е.,ПОНЕДЕЛЬНИК ,Х-211,2,1,43
пр.Математика,09.45-11.20 ,205,Кузнецов С.Ф.,ВТОРНИК     ,Х-211,2,1,44
"пр.История (история России, всеобщая история)",11.50-13.25 ,46,Быковская Г.А.,ВТОРНИК     ,Х-211,2,0,45
"пр.История (история России, всеобщая история)",11.50-13.25 ,46,Быковская Г.А.,ВТОРНИК     ,Х-211,2,1,46
"лаб.Физика,",13.35-15.10 ,51,Татохин Е.А.,ВТОРНИК     ,Х-211,2,0,47
"лаб.Информатика,",13.35-15.10 ,424,Белокуров С.В.,ВТОРНИК     ,Х-211,2,1,48
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-211,2,0,49
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-211,2,1,50
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-211,2,0,51
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-211,2,1,52
пр.Иностранный язык,11.50-13.25 ,2и,Кошеварова И.Б., СРЕДА      ,Х-211,2,0,53
пр.Иностранный язык,11.50-13.25 ,3и,Сихарулидзе Д.Х., СРЕДА      ,Х-211,2,0,54
пр.Иностранный язык,11.50-13.25 ,2и,Кошеварова И.Б., СРЕДА      ,Х-211,2,1,55
пр.Иностранный язык,11.50-13.25 ,3и,Сихарулидзе Д.Х., СРЕДА      ,Х-211,2,1,56
пр.Математика,13.35-15.10 ,205,Кузнецов С.Ф., СРЕДА      ,Х-211,2,0,57
пр.Математика,13.35-15.10 ,205,Кузнецов С.Ф., СРЕДА      ,Х-211,2,1,58
пр.Информатика,15.20-16.55 ,309а,Чернышова Е.В., СРЕДА      ,Х-211,2,0,59
пр.Информатика,15.20-16.55 ,309а,Чернышова Е.В., СРЕДА      ,Х-211,2,1,60
пр.Иностранный язык,08.00-09.35 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-211,2,0,61
пр.Иностранный язык,08.00-09.35 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-211,2,1,62
пр.Иностранный язык,09.45-11.20 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-211,2,0,63
пр.Иностранный язык,09.45-11.20 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-211,2,1,64
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-211,2,0,65
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-211,2,1,66
пр.Основы формирования личности,13.35-15.10 ,8,Злобин А.Н.,ЧЕТВЕРГ     ,Х-211,2,0,67
пр.Физика,13.35-15.10 ,40,Леньшин А.С.,ЧЕТВЕРГ     ,Х-211,2,1,68
пр.Иностранный язык,08.00-09.35 ,1и,Кошеварова И.Б.,ПЯТНИЦА     ,Х-211,2,0,69
пр.Иностранный язык,08.00-09.35 ,1и,Кошеварова И.Б.,ПЯТНИЦА     ,Х-211,2,1,70
"л.История (история России, всеобщая история)",09.45-11.20 ,446,Быковская Г.А.,ПЯТНИЦА     ,Х-211,2,0,71
"л.Основы формирования личности (Социология, Культурология, Психология, Правоведение)",09.45-11.20 ,446,Злобин А.Н.,ПЯТНИЦА     ,Х-211,2,1,72
л.Информатика,11.50-13.25 ,401,Чернышова Е.В.,ПЯТНИЦА     ,Х-211,2,0,73
л.Неорганическая химия,11.50-13.25 ,37,Перегудов Ю.С.,ПЯТНИЦА     ,Х-211,2,1,74
пр.Иностранный язык,13.35-15.10 ,3и,Сихарулидзе Д.Х.,ПЯТНИЦА     ,Х-211,2,0,75
пр.Иностранный язык,13.35-15.10 ,3и,Сихарулидзе Д.Х.,ПЯТНИЦА     ,Х-211,2,1,76
л.Физическая культура,09.45-11.20 ,452,-,ПОНЕДЕЛЬНИК ,Х-212,1,0,77
пр.Физическая культура,09.45-11.20 ,-,-,ПОНЕДЕЛЬНИК ,Х-212,1,1,78
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-212,1,0,79
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-212,1,1,80
пр.Основы формирования личности,13.35-15.10 ,07,Злобин А.Н.,ПОНЕДЕЛЬНИК ,Х-212,1,0,81
пр.Физика,13.35-15.10 ,40,Татохин Е.А.,ПОНЕДЕЛЬНИК ,Х-212,1,1,82
лаб.Информатика,15.20-16.55 ,309а,Белокуров С.В.,ПОНЕДЕЛЬНИК ,Х-212,1,1,83
"пр.История (история России, всеобщая история)",09.45-11.20 ,8,Быковская Г.А.,ВТОРНИК     ,Х-212,1,0,84
"пр.История (история России, всеобщая история)",09.45-11.20 ,8,Быковская Г.А.,ВТОРНИК     ,Х-212,1,1,85
"лаб.Информатика,",11.50-13.25 ,309а,Белокуров С.В.,ВТОРНИК     ,Х-212,1,0,86
"лаб.Физика,",11.50-13.25 ,55,Власов Ю.Н.,ВТОРНИК     ,Х-212,1,1,87
пр.Математика,13.35-15.10 ,207,Никифорова О.Ю.,ВТОРНИК     ,Х-212,1,0,88
пр.Математика,13.35-15.10 ,207,Никифорова О.Ю.,ВТОРНИК     ,Х-212,1,1,89
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-212,1,0,90
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-212,1,1,91
пр.Иностранный язык,08.00-09.35 ,17и,Кошеварова И.Б., СРЕДА      ,Х-212,1,0,92
пр.Иностранный язык,08.00-09.35 ,1и,Лобачева Н.Н., СРЕДА      ,Х-212,1,1,93
пр.Иностранный язык,08.00-09.35 ,17и,Кошеварова И.Б., СРЕДА      ,Х-212,1,1,94
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-212,1,0,95
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-212,1,1,96
пр.Иностранный язык,11.50-13.25 ,а.к,Лобачева Н.Н., СРЕДА      ,Х-212,1,0,97
пр.Иностранный язык,13.35-15.10 ,а.к,Лобачева Н.Н., СРЕДА      ,Х-212,1,0,98
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-212,1,0,99
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-212,1,1,100
пр.Информатика,13.35-15.10 ,309а,Чернышова Е.В.,ЧЕТВЕРГ     ,Х-212,1,0,101
лаб.Неорг. химия,13.35-15.10 ,027,Перегудов Ю.С.,ЧЕТВЕРГ     ,Х-212,1,1,102
пр.Математика,15.20-16.55 ,205,Никифорова О.Ю.,ЧЕТВЕРГ     ,Х-212,1,0,103
"л.История (история России, всеобщая история)",09.45-11.20 ,446,Быковская Г.А.,ПЯТНИЦА     ,Х-212,1,0,104
"л.Основы формирования личности (Социология, Культурология, Психология, Правоведение)",09.45-11.20 ,446,Злобин А.Н.,ПЯТНИЦА     ,Х-212,1,1,105
л.Информатика,11.50-13.25 ,401,Чернышова Е.В.,ПЯТНИЦА     ,Х-212,1,0,106
л.Неорганическая химия,11.50-13.25 ,37,Перегудов Ю.С.,ПЯТНИЦА     ,Х-212,1,1,107
пр.Иностранный язык,13.35-15.10 ,9и,Кошеварова И.Б.,ПЯТНИЦА     ,Х-212,1,0,108
пр.Иностранный язык,13.35-15.10 ,4и,Лобачева Н.Н.,ПЯТНИЦА     ,Х-212,1,1,109
пр.Иностранный язык,13.35-15.10 ,9и,Кошеварова И.Б.,ПЯТНИЦА     ,Х-212,1,1,110
л.Физическая культура,09.45-11.20 ,452,-,ПОНЕДЕЛЬНИК ,Х-212,2,0,111
пр.Физическая культура,09.45-11.20 ,-,-,ПОНЕДЕЛЬНИК ,Х-212,2,1,112
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-212,2,0,113
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-212,2,1,114
пр.Основы формирования личности,13.35-15.10 ,07,Злобин А.Н.,ПОНЕДЕЛЬНИК ,Х-212,2,0,115
пр.Физика,13.35-15.10 ,40,Татохин Е.А.,ПОНЕДЕЛЬНИК ,Х-212,2,1,116
лаб.Информатика,15.20-16.55 ,309а,Белокуров С.В.,ПОНЕДЕЛЬНИК ,Х-212,2,0,117
"пр.История (история России, всеобщая история)",09.45-11.20 ,8,Быковская Г.А.,ВТОРНИК     ,Х-212,2,0,118
"пр.История (история России, всеобщая история)",09.45-11.20 ,8,Быковская Г.А.,ВТОРНИК     ,Х-212,2,1,119
"лаб.Физика,",11.50-13.25 ,55,Власов Ю.Н.,ВТОРНИК     ,Х-212,2,0,120
"лаб.Информатика,",11.50-13.25 ,309а,Белокуров С.В.,ВТОРНИК     ,Х-212,2,1,121
пр.Математика,13.35-15.10 ,207,Никифорова О.Ю.,ВТОРНИК     ,Х-212,2,0,122
пр.Математика,13.35-15.10 ,207,Никифорова О.Ю.,ВТОРНИК     ,Х-212,2,1,123
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-212,2,0,124
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-212,2,1,125
пр.Иностранный язык,08.00-09.35 ,17и,Кошеварова И.Б., СРЕДА      ,Х-212,2,0,126
пр.Иностранный язык,08.00-09.35 ,1и,Лобачева Н.Н., СРЕДА      ,Х-212,2,1,127
пр.Иностранный язык,08.00-09.35 ,17и,Кошеварова И.Б., СРЕДА      ,Х-212,2,1,128
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-212,2,0,129
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-212,2,1,130
пр.Иностранный язык,11.50-13.25 ,а.к,Лобачева Н.Н., СРЕДА      ,Х-212,2,0,131
пр.Иностранный язык,13.35-15.10 ,а.к,Лобачева Н.Н., СРЕДА      ,Х-212,2,0,132
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-212,2,0,133
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-212,2,1,134
лаб.Неорг. химия,13.35-15.10 ,027,Перегудов Ю.С.,ЧЕТВЕРГ     ,Х-212,2,0,135
пр.Информатика,13.35-15.10 ,309а,Чернышова Е.В.,ЧЕТВЕРГ     ,Х-212,2,1,136
пр.Математика,15.20-16.55 ,205,Никифорова О.Ю.,ЧЕТВЕРГ     ,Х-212,2,0,137
"л.История (история России, всеобщая история)",09.45-11.20 ,446,Быковская Г.А.,ПЯТНИЦА     ,Х-212,2,0,138
"л.Основы формирования личности (Социология, Культурология, Психология, Правоведение)",09.45-11.20 ,446,Злобин А.Н.,ПЯТНИЦА     ,Х-212,2,1,139
л.Информатика,11.50-13.25 ,401,Чернышова Е.В.,ПЯТНИЦА     ,Х-212,2,0,140
л.Неорганическая химия,11.50-13.25 ,37,Перегудов Ю.С.,ПЯТНИЦА     ,Х-212,2,1,141
пр.Иностранный язык,13.35-15.10 ,9и,Кошеварова И.Б.,ПЯТНИЦА     ,Х-212,2,0,142
пр.Иностранный язык,13.35-15.10 ,4и,Лобачева Н.Н.,ПЯТНИЦА     ,Х-212,2,1,143
пр.Иностранный язык,13.35-15.10 ,9и,Кошеварова И.Б.,ПЯТНИЦА     ,Х-212,2,1,144
л.Физическая культура,09.45-11.20 ,452,-,ПОНЕДЕЛЬНИК ,Х-213,1,0,145
пр.Физическая культура,09.45-11.20 ,-,-,ПОНЕДЕЛЬНИК ,Х-213,1,1,146
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-213,1,0,147
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-213,1,1,148
лаб.Неорг. химия,09.45-11.20 ,016,Горбунова Е.М.,ВТОРНИК     ,Х-213,1,0,149
пр.Основы формирования личности,09.45-11.20 ,46,Злобин А.Н.,ВТОРНИК     ,Х-213,1,1,150
пр.Физика,11.50-13.25 ,41,Леньшин А.С.,ВТОРНИК     ,Х-213,1,0,151
пр.Математика,11.50-13.25 ,231,Никифорова О.Ю.,ВТОРНИК     ,Х-213,1,1,152
"пр.История (история России, всеобщая история)",13.35-15.10 ,46,Быковская Г.А.,ВТОРНИК     ,Х-213,1,0,153
"пр.История (история России, всеобщая история)",13.35-15.10 ,46,Быковская Г.А.,ВТОРНИК     ,Х-213,1,1,154
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-213,1,0,155
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-213,1,1,156
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-213,1,0,157
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-213,1,1,158
пр.Математика,11.50-13.25 ,205,Никифорова О.Ю., СРЕДА      ,Х-213,1,0,159
пр.Математика,11.50-13.25 ,205,Никифорова О.Ю., СРЕДА      ,Х-213,1,1,160
"лаб.Информатика,",13.35-15.10 ,309а,Чернышова Е.В., СРЕДА      ,Х-213,1,0,161
"лаб.Физика,",13.35-15.10 ,55,Власов Ю.Н., СРЕДА      ,Х-213,1,1,162
пр.Иностранный язык,15.20-16.55 ,12и,Лобачева Н.Н., СРЕДА      ,Х-213,1,0,163
пр.Иностранный язык,15.20-16.55 ,11и,Сихарулидзе Д.Х., СРЕДА      ,Х-213,1,0,164
пр.Иностранный язык,15.20-16.55 ,12и,Лобачева Н.Н., СРЕДА      ,Х-213,1,1,165
пр.Иностранный язык,15.20-16.55 ,11и,Сихарулидзе Д.Х., СРЕДА      ,Х-213,1,1,166
пр.Иностранный язык,08.00-09.35 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-213,1,0,167
пр.Иностранный язык,08.00-09.35 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-213,1,1,168
пр.Иностранный язык,09.45-11.20 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-213,1,0,169
пр.Иностранный язык,09.45-11.20 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-213,1,1,170
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-213,1,0,171
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-213,1,1,172
пр.Иностранный язык,13.35-15.10 ,а.к.,Лобачева Н.Н.,ЧЕТВЕРГ     ,Х-213,1,0,173
пр.Иностранный язык,13.35-15.10 ,17и,Сихарулидзе Д.Х.,ЧЕТВЕРГ     ,Х-213,1,0,174
пр.Иностранный язык,13.35-15.10 ,12и,Воронкова И.С.,ЧЕТВЕРГ     ,Х-213,1,0,175
пр.Иностранный язык,13.35-15.10 ,а.к.,Лобачева Н.Н.,ЧЕТВЕРГ     ,Х-213,1,1,176
пр.Иностранный язык,13.35-15.10 ,17и,Сихарулидзе Д.Х.,ЧЕТВЕРГ     ,Х-213,1,1,177
пр.Иностранный язык,13.35-15.10 ,12и,Воронкова И.С.,ЧЕТВЕРГ     ,Х-213,1,1,178
пр.Информатика,15.20-16.55 ,309а,Чернышова Е.В.,ЧЕТВЕРГ     ,Х-213,1,0,179
пр.Информатика,15.20-16.55 ,309а,Чернышова Е.В.,ЧЕТВЕРГ     ,Х-213,1,1,180
пр.Иностранный язык,08.00-09.35 ,3и,Воронкова И.С.,ПЯТНИЦА     ,Х-213,1,0,181
пр.Иностранный язык,08.00-09.35 ,3и,Воронкова И.С.,ПЯТНИЦА     ,Х-213,1,1,182
"л.История (история России, всеобщая история)",09.45-11.20 ,446,Быковская Г.А.,ПЯТНИЦА     ,Х-213,1,0,183
"л.Основы формирования личности (Социология, Культурология, Психология, Правоведение)",09.45-11.20 ,446,Злобин А.Н.,ПЯТНИЦА     ,Х-213,1,1,184
л.Информатика,11.50-13.25 ,401,Чернышова Е.В.,ПЯТНИЦА     ,Х-213,1,0,185
л.Неорганическая химия,11.50-13.25 ,37,Перегудов Ю.С.,ПЯТНИЦА     ,Х-213,1,1,186
л.Физическая культура,09.45-11.20 ,452,-,ПОНЕДЕЛЬНИК ,Х-213,2,0,187
пр.Физическая культура,09.45-11.20 ,-,-,ПОНЕДЕЛЬНИК ,Х-213,2,1,188
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-213,2,0,189
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-213,2,1,190
лаб.Неорг. химия,09.45-11.20 ,027,Перегудов Ю.С.,ВТОРНИК     ,Х-213,2,0,191
пр.Основы формирования личности,09.45-11.20 ,46,Злобин А.Н.,ВТОРНИК     ,Х-213,2,1,192
пр.Физика,11.50-13.25 ,41,Леньшин А.С.,ВТОРНИК     ,Х-213,2,0,193
пр.Математика,11.50-13.25 ,231,Никифорова О.Ю.,ВТОРНИК     ,Х-213,2,1,194
"пр.История (история России, всеобщая история)",13.35-15.10 ,46,Быковская Г.А.,ВТОРНИК     ,Х-213,2,0,195
"пр.История (история России, всеобщая история)",13.35-15.10 ,46,Быковская Г.А.,ВТОРНИК     ,Х-213,2,1,196
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-213,2,0,197
ЭСТЕТИКА И КУЛЬТУРА БАЗ,15.20-16.55 ,-,-,ВТОРНИК     ,Х-213,2,1,198
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-213,2,0,199
л.Физика,09.45-11.20 ,53,Власов Ю.Н., СРЕДА      ,Х-213,2,1,200
пр.Математика,11.50-13.25 ,205,Никифорова О.Ю., СРЕДА      ,Х-213,2,0,201
пр.Математика,11.50-13.25 ,205,Никифорова О.Ю., СРЕДА      ,Х-213,2,1,202
"лаб.Физика,",13.35-15.10 ,55,Власов Ю.Н., СРЕДА      ,Х-213,2,0,203
"лаб.Информатика,",13.35-15.10 ,309а,Чернышова Е.В., СРЕДА      ,Х-213,2,1,204
пр.Иностранный язык,15.20-16.55 ,12и,Лобачева Н.Н., СРЕДА      ,Х-213,2,0,205
пр.Иностранный язык,15.20-16.55 ,11и,Сихарулидзе Д.Х., СРЕДА      ,Х-213,2,0,206
пр.Иностранный язык,15.20-16.55 ,12и,Лобачева Н.Н., СРЕДА      ,Х-213,2,1,207
пр.Иностранный язык,15.20-16.55 ,11и,Сихарулидзе Д.Х., СРЕДА      ,Х-213,2,1,208
пр.Иностранный язык,08.00-09.35 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-213,2,0,209
пр.Иностранный язык,08.00-09.35 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-213,2,1,210
пр.Иностранный язык,09.45-11.20 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-213,2,0,211
пр.Иностранный язык,09.45-11.20 ,14,Хрячкова Л.А.,ЧЕТВЕРГ     ,Х-213,2,1,212
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-213,2,0,213
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ЧЕТВЕРГ     ,Х-213,2,1,214
пр.Иностранный язык,13.35-15.10 ,а.к.,Лобачева Н.Н.,ЧЕТВЕРГ     ,Х-213,2,0,215
пр.Иностранный язык,13.35-15.10 ,17и,Сихарулидзе Д.Х.,ЧЕТВЕРГ     ,Х-213,2,0,216
пр.Иностранный язык,13.35-15.10 ,12и,Воронкова И.С.,ЧЕТВЕРГ     ,Х-213,2,0,217
пр.Иностранный язык,13.35-15.10 ,а.к.,Лобачева Н.Н.,ЧЕТВЕРГ     ,Х-213,2,1,218
пр.Иностранный язык,13.35-15.10 ,17и,Сихарулидзе Д.Х.,ЧЕТВЕРГ     ,Х-213,2,1,219
пр.Иностранный язык,13.35-15.10 ,12и,Воронкова И.С.,ЧЕТВЕРГ     ,Х-213,2,1,220
пр.Иностранный язык,08.00-09.35 ,3и,Воронкова И.С.,ПЯТНИЦА     ,Х-213,2,0,221
пр.Иностранный язык,08.00-09.35 ,3и,Воронкова И.С.,ПЯТНИЦА     ,Х-213,2,1,222
"л.История (история России, всеобщая история)",09.45-11.20 ,446,Быковская Г.А.,ПЯТНИЦА     ,Х-213,2,0,223
"л.Основы формирования личности (Социология, Культурология, Психология, Правоведение)",09.45-11.20 ,446,Злобин А.Н.,ПЯТНИЦА     ,Х-213,2,1,224
л.Информатика,11.50-13.25 ,401,Чернышова Е.В.,ПЯТНИЦА     ,Х-213,2,0,225
л.Неорганическая химия,11.50-13.25 ,37,Перегудов Ю.С.,ПЯТНИЦА     ,Х-213,2,1,226
пр.Информатика,13.35-15.10 ,309а,Чернышова Е.В.,ПЯТНИЦА     ,Х-213,2,0,227
пр.Информатика,13.35-15.10 ,309а,Чернышова Е.В.,ПЯТНИЦА     ,Х-213,2,1,228
л.Физическая культура,09.45-11.20 ,452,-,ПОНЕДЕЛЬНИК ,Х-214,1,0,229
пр.Физическая культура,09.45-11.20 ,-,-,ПОНЕДЕЛЬНИК ,Х-214,1,1,230
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-214,1,0,231
л.Математика,11.50-13.25 ,446,Кузнецов С.Ф.,ПОНЕДЕЛЬНИК ,Х-214,1,1,232
пр.Иностранный язык,13.35-15.10 ,14,Хрячкова Л.А.,ПОНЕДЕЛЬНИК ,Х-214,1,0,233
пр.Иностранный язык,13.35-15.10 ,14,Хрячкова Л.А.,ПОНЕДЕЛЬНИК ,Х-214,1,1,234
пр.Информатика,09.45-11.20 ,309а,Белокуров С.В.,ВТОРНИК     ,Х-214,1,0,235
пр.Информатика,09.45-11.20 ,309а,Белокуров С.В.,ВТОРНИК     ,Х-214,1,1,236
