lessonName,lessonTime,lessonClass,lessonTeacher,lessonDay,groupName,podGroup,numerator,id
пр.Основы инженерного творчества,11.50-13.25 ,6-42,Нечесова Ю.М.,ВТОРНИК     ,Х-196,1,1,810
л.Основы инженерного творчества,13.35-15.10 ,6-42,Нечесова Ю.М.,ВТОРНИК     ,Х-196,1,0,811
л.Тепло- и хладотехника,09.45-11.20 ,333,Барбашин А.М., СРЕДА      ,Х-196,1,0,812
л.Безопасность жизнедеятельности,09.45-11.20 ,37,Власова Л.А., СРЕДА      ,Х-196,1,1,813
пр.Безопасность в чрезвычайных ситуациях,11.50-13.25 ,6-39,Батурина Е.В., СРЕДА      ,Х-196,1,0,814
пр.Безопасность в чрезвычайных ситуациях,11.50-13.25 ,6-39,Батурина Е.В., СРЕДА      ,Х-196,1,1,815
лаб.БЖД,13.35-15.10 ,6-39,Губин А.С., СРЕДА      ,Х-196,1,0,816
лаб.БЖД,15.20-16.55 ,6-39,Губин А.С., СРЕДА      ,Х-196,1,0,817
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",09.45-11.20 ,-,-,ЧЕТВЕРГ     ,Х-196,1,0,818
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",09.45-11.20 ,-,-,ЧЕТВЕРГ     ,Х-196,1,1,819
пр.Расчет и проектирование устройств защиты,11.50-13.25 ,6-42,Нечаев М.В.,ЧЕТВЕРГ     ,Х-196,1,0,820
пр.Расчет и проектирование устройств защиты,11.50-13.25 ,6-42,Нечаев М.В.,ЧЕТВЕРГ     ,Х-196,1,1,821
л.Системы промышленной безопасности,13.35-15.10 ,6-42,Батурина Е.В.,ЧЕТВЕРГ     ,Х-196,1,1,822
"лаб.Тепло- и хладотехника,",09.45-11.20 ,333,Барбашин А.М.,ПЯТНИЦА     ,Х-196,1,1,823
"лаб.Тепло- и хладотехника,",11.50-13.25 ,333,Барбашин А.М.,ПЯТНИЦА     ,Х-196,1,1,824
"лаб.Процессы и аппараты,",13.35-15.10 ,111,Копылов М.В.,ПЯТНИЦА     ,Х-196,1,0,825
"лаб.Процессы и аппараты,",15.20-16.55 ,111,Копылов М.В.,ПЯТНИЦА     ,Х-196,1,0,826
л.Процессы и аппараты,09.45-11.20 ,201,Копылов М.В.,ПОНЕДЕЛЬНИК ,Х-196,2,1,827
л.Расчет и проектирование устройств защиты,11.50-13.25 ,6-42,Рудыка Е.А.,ПОНЕДЕЛЬНИК ,Х-196,2,0,828
л.Расчет и проектирование устройств защиты,11.50-13.25 ,6-42,Рудыка Е.А.,ПОНЕДЕЛЬНИК ,Х-196,2,1,829
пр.Системы промышленной безопасности,13.35-15.10 ,6-42,Рудыка Е.А.,ПОНЕДЕЛЬНИК ,Х-196,2,0,830
пр.Системы промышленной безопасности,13.35-15.10 ,6-42,Рудыка Е.А.,ПОНЕДЕЛЬНИК ,Х-196,2,1,831
л.Безопасность в чрезвычайных ситуациях,15.20-16.55 ,6-42,Рудыка Е.А.,ПОНЕДЕЛЬНИК ,Х-196,2,0,832
л.Основы технологий опасных производств,08.00-09.35 ,6-42,Губин А.С.,ВТОРНИК     ,Х-196,2,0,833
л.Основы технологий опасных производств,08.00-09.35 ,6-42,Губин А.С.,ВТОРНИК     ,Х-196,2,1,834
пр.Основы технологий опасных производств,09.45-11.20 ,6-42,Губин А.С.,ВТОРНИК     ,Х-196,2,0,835
пр.Основы технологий опасных производств,09.45-11.20 ,6-42,Губин А.С.,ВТОРНИК     ,Х-196,2,1,836
пр.Основы инженерного творчества,11.50-13.25 ,6-42,Нечесова Ю.М.,ВТОРНИК     ,Х-196,2,0,837
пр.Основы инженерного творчества,11.50-13.25 ,6-42,Нечесова Ю.М.,ВТОРНИК     ,Х-196,2,1,838
л.Основы инженерного творчества,13.35-15.10 ,6-42,Нечесова Ю.М.,ВТОРНИК     ,Х-196,2,0,839
л.Тепло- и хладотехника,09.45-11.20 ,333,Барбашин А.М., СРЕДА      ,Х-196,2,0,840
л.Безопасность жизнедеятельности,09.45-11.20 ,37,Власова Л.А., СРЕДА      ,Х-196,2,1,841
пр.Безопасность в чрезвычайных ситуациях,11.50-13.25 ,6-39,Батурина Е.В., СРЕДА      ,Х-196,2,0,842
пр.Безопасность в чрезвычайных ситуациях,11.50-13.25 ,6-39,Батурина Е.В., СРЕДА      ,Х-196,2,1,843
лаб.БЖД,13.35-15.10 ,6-39,Губин А.С., СРЕДА      ,Х-196,2,1,844
лаб.БЖД,15.20-16.55 ,6-39,Губин А.С., СРЕДА      ,Х-196,2,1,845
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",09.45-11.20 ,-,-,ЧЕТВЕРГ     ,Х-196,2,0,846
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",09.45-11.20 ,-,-,ЧЕТВЕРГ     ,Х-196,2,1,847
пр.Расчет и проектирование устройств защиты,11.50-13.25 ,6-42,Нечаев М.В.,ЧЕТВЕРГ     ,Х-196,2,0,848
пр.Расчет и проектирование устройств защиты,11.50-13.25 ,6-42,Нечаев М.В.,ЧЕТВЕРГ     ,Х-196,2,1,849
л.Системы промышленной безопасности,13.35-15.10 ,6-42,Батурина Е.В.,ЧЕТВЕРГ     ,Х-196,2,1,850
"лаб.Тепло- и хладотехника,",09.45-11.20 ,333,Барбашин А.М.,ПЯТНИЦА     ,Х-196,2,1,851
"лаб.Тепло- и хладотехника,",11.50-13.25 ,333,Барбашин А.М.,ПЯТНИЦА     ,Х-196,2,1,852
"лаб.Процессы и аппараты,",13.35-15.10 ,111,Копылов М.В.,ПЯТНИЦА     ,Х-196,2,0,853
"лаб.Процессы и аппараты,",15.20-16.55 ,111,Копылов М.В.,ПЯТНИЦА     ,Х-196,2,0,854
л.Технология и оборудование производства и переработки полимеров,09.45-11.20 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-181,1,0,855
л.Технология и оборудование производства и переработки полимеров,09.45-11.20 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-181,1,1,856
л.Химия и физика полимеров,11.50-13.25 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-181,1,0,857
л.Химия и физика полимеров,11.50-13.25 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-181,1,1,858
лаб.Химия и физика полимеров,13.35-15.10 ,6-13а,Казакова А.С.,ПОНЕДЕЛЬНИК ,Х-181,1,1,859
лаб.Химия и физика полимеров,15.20-16.55 ,6-13а,Казакова А.С.,ПОНЕДЕЛЬНИК ,Х-181,1,1,860
"лаб.Пленкообр. вещества,",09.45-11.20 ,6-09,Седых В.А.,ВТОРНИК     ,Х-181,1,0,861
"лаб.Пленкообр. вещества,",11.50-13.25 ,6-09,Седых В.А.,ВТОРНИК     ,Х-181,1,0,862
пр.Технология и оборудование производства,11.50-13.25 ,6-04,Москалев А.С.,ВТОРНИК     ,Х-181,1,1,863
л.Технология и оборудование производства и переработки полимеров,13.35-15.10 ,6-13,Шутилин Ю.Ф.,ВТОРНИК     ,Х-181,1,0,864
л.Технология и оборудование производства и переработки полимеров,13.35-15.10 ,6-13,Шутилин Ю.Ф.,ВТОРНИК     ,Х-181,1,1,865
л.Химия и химическая технология биологически активных соединений,15.20-16.55 ,6-13,Болотов В.М.,ВТОРНИК     ,Х-181,1,0,866
л.Пленкообразующие вещества,15.20-16.55 ,6-13,Седых В.А.,ВТОРНИК     ,Х-181,1,1,867
лаб.ХТНВ,09.45-11.20 ,025,Кузнецова И.В., СРЕДА      ,Х-181,1,0,868
лаб.ХТНВ,11.50-13.25 ,025,Кузнецова И.В., СРЕДА      ,Х-181,1,0,869
лаб.ХТНВ,13.35-15.10 ,025,Кузнецова И.В., СРЕДА      ,Х-181,1,0,870
л.Катализаторы и сорбенты,08.00-09.35 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,1,0,871
Физическая культура,08.00-09.35 ,452,-,ЧЕТВЕРГ     ,Х-181,1,1,872
л.Химическая технология неорганических веществ,09.45-11.20 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,1,0,873
л.Химическая технология неорганических веществ,09.45-11.20 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,1,1,874
лаб.ХиХТ БАС,11.50-13.25 ,6-04,Болотов В.М.,ЧЕТВЕРГ     ,Х-181,1,0,875
"лаб.Катализаторы и сорбенты,",11.50-13.25 ,025,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,1,1,876
лаб.ХиХТ БАС,13.35-15.10 ,6-04,Болотов В.М.,ЧЕТВЕРГ     ,Х-181,1,0,877
"лаб.Катализаторы и сорбенты,",13.35-15.10 ,025,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,1,1,878
лаб.Техн. и оборуд...,08.00-09.35 ,6-09,Москалев А.С.,ПЯТНИЦА     ,Х-181,1,1,879
лаб.Техн. и оборуд...,09.45-11.20 ,6-09,Москалев А.С.,ПЯТНИЦА     ,Х-181,1,1,880
лаб.Техн. и оборуд...,11.50-13.25 ,6-09,Москалев А.С.,ПЯТНИЦА     ,Х-181,1,1,881
л.Технология и оборудование производства и переработки полимеров,09.45-11.20 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-181,2,0,882
л.Технология и оборудование производства и переработки полимеров,09.45-11.20 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-181,2,1,883
л.Химия и физика полимеров,11.50-13.25 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-181,2,0,884
л.Химия и физика полимеров,11.50-13.25 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-181,2,1,885
лаб.ХиХТ БАС,13.35-15.10 ,6-04,Болотов В.М.,ПОНЕДЕЛЬНИК ,Х-181,2,1,886
лаб.ХиХТ БАС,15.20-16.55 ,6-04,Болотов В.М.,ПОНЕДЕЛЬНИК ,Х-181,2,1,887
"лаб.Пленкообр. вещества,",09.45-11.20 ,6-09,Седых В.А.,ВТОРНИК     ,Х-181,2,0,888
"лаб.Пленкообр. вещества,",11.50-13.25 ,6-09,Седых В.А.,ВТОРНИК     ,Х-181,2,0,889
пр.Технология и оборудование производства,11.50-13.25 ,6-04,Москалев А.С.,ВТОРНИК     ,Х-181,2,1,890
л.Технология и оборудование производства и переработки полимеров,13.35-15.10 ,6-13,Шутилин Ю.Ф.,ВТОРНИК     ,Х-181,2,0,891
л.Технология и оборудование производства и переработки полимеров,13.35-15.10 ,6-13,Шутилин Ю.Ф.,ВТОРНИК     ,Х-181,2,1,892
л.Химия и химическая технология биологически активных соединений,15.20-16.55 ,6-13,Болотов В.М.,ВТОРНИК     ,Х-181,2,0,893
л.Пленкообразующие вещества,15.20-16.55 ,6-13,Седых В.А.,ВТОРНИК     ,Х-181,2,1,894
лаб.ХТНВ,09.45-11.20 ,025,Кузнецова И.В., СРЕДА      ,Х-181,2,1,895
лаб.ХТНВ,11.50-13.25 ,025,Кузнецова И.В., СРЕДА      ,Х-181,2,1,896
лаб.ХТНВ,13.35-15.10 ,025,Кузнецова И.В., СРЕДА      ,Х-181,2,1,897
л.Катализаторы и сорбенты,08.00-09.35 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,2,0,898
Физическая культура,08.00-09.35 ,452,-,ЧЕТВЕРГ     ,Х-181,2,1,899
л.Химическая технология неорганических веществ,09.45-11.20 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,2,0,900
л.Химическая технология неорганических веществ,09.45-11.20 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,2,1,901
лаб.Химия и физика полимеров,11.50-13.25 ,6-13а,Москалев А.С.,ЧЕТВЕРГ     ,Х-181,2,0,902
"лаб.Катализаторы и сорбенты,",11.50-13.25 ,025,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,2,1,903
лаб.Химия и физика полимеров,13.35-15.10 ,6-13а,Москалев А.С.,ЧЕТВЕРГ     ,Х-181,2,0,904
"лаб.Катализаторы и сорбенты,",13.35-15.10 ,025,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-181,2,1,905
лаб.Техн. и оборуд...,08.00-09.35 ,6-09,Москалев А.С.,ПЯТНИЦА     ,Х-181,2,0,906
лаб.Техн. и оборуд...,09.45-11.20 ,6-09,Москалев А.С.,ПЯТНИЦА     ,Х-181,2,0,907
лаб.Техн. и оборуд...,11.50-13.25 ,6-09,Москалев А.С.,ПЯТНИЦА     ,Х-181,2,0,908
л.Технология и оборудование производства и переработки полимеров,09.45-11.20 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-182,1,0,909
л.Технология и оборудование производства и переработки полимеров,09.45-11.20 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-182,1,1,910
л.Химия и физика полимеров,11.50-13.25 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-182,1,0,911
л.Химия и физика полимеров,11.50-13.25 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-182,1,1,912
лаб.Химия и физика полимеров,13.35-15.10 ,6-13а,Казакова А.С.,ПОНЕДЕЛЬНИК ,Х-182,1,0,913
лаб.Химия и физика полимеров,15.20-16.55 ,6-13а,Казакова А.С.,ПОНЕДЕЛЬНИК ,Х-182,1,0,914
"лаб.Пленкообр. вещества,",09.45-11.20 ,6-09,Седых В.А.,ВТОРНИК     ,Х-182,1,1,915
пр.Технология и оборудование производства,11.50-13.25 ,6-04,Москалев А.С.,ВТОРНИК     ,Х-182,1,0,916
"лаб.Пленкообр. вещества,",11.50-13.25 ,6-09,Седых В.А.,ВТОРНИК     ,Х-182,1,1,917
л.Технология и оборудование производства и переработки полимеров,13.35-15.10 ,6-13,Шутилин Ю.Ф.,ВТОРНИК     ,Х-182,1,0,918
л.Технология и оборудование производства и переработки полимеров,13.35-15.10 ,6-13,Шутилин Ю.Ф.,ВТОРНИК     ,Х-182,1,1,919
л.Химия и химическая технология биологически активных соединений,15.20-16.55 ,6-13,Болотов В.М.,ВТОРНИК     ,Х-182,1,0,920
л.Пленкообразующие вещества,15.20-16.55 ,6-13,Седых В.А.,ВТОРНИК     ,Х-182,1,1,921
лаб.Техн. и оборудование,09.45-11.20 ,6-09,Москалев А.С., СРЕДА      ,Х-182,1,1,922
лаб.Техн. и оборудование,11.50-13.25 ,6-09,Москалев А.С., СРЕДА      ,Х-182,1,1,923
лаб.Техн. и оборудование,13.35-15.10 ,6-09,Москалев А.С., СРЕДА      ,Х-182,1,1,924
л.Катализаторы и сорбенты,08.00-09.35 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,1,0,925
Физическая культура,08.00-09.35 ,452,-,ЧЕТВЕРГ     ,Х-182,1,1,926
л.Химическая технология неорганических веществ,09.45-11.20 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,1,0,927
л.Химическая технология неорганических веществ,09.45-11.20 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,1,1,928
"лаб.Катализаторы и сорбенты,",11.50-13.25 ,025,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,1,0,929
лаб.ХиХТ БАС,11.50-13.25 ,6-04,Болотов В.М.,ЧЕТВЕРГ     ,Х-182,1,1,930
"лаб.Катализаторы и сорбенты,",13.35-15.10 ,025,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,1,0,931
лаб.ХиХТ БАС,13.35-15.10 ,6-04,Болотов В.М.,ЧЕТВЕРГ     ,Х-182,1,1,932
лаб.ХТНВ,09.45-11.20 ,025,Кузнецова И.В.,ПЯТНИЦА     ,Х-182,1,0,933
лаб.ХТНВ,11.50-13.25 ,025,Кузнецова И.В.,ПЯТНИЦА     ,Х-182,1,0,934
лаб.ХТНВ,13.35-15.10 ,025,Кузнецова И.В.,ПЯТНИЦА     ,Х-182,1,0,935
л.Технология и оборудование производства и переработки полимеров,09.45-11.20 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-182,2,0,936
л.Технология и оборудование производства и переработки полимеров,09.45-11.20 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-182,2,1,937
л.Химия и физика полимеров,11.50-13.25 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-182,2,0,938
л.Химия и физика полимеров,11.50-13.25 ,6-13,Шутилин Ю.Ф.,ПОНЕДЕЛЬНИК ,Х-182,2,1,939
лаб.ХиХТ БАС,13.35-15.10 ,6-04,Болотов В.М.,ПОНЕДЕЛЬНИК ,Х-182,2,0,940
лаб.ХиХТ БАС,15.20-16.55 ,6-04,Болотов В.М.,ПОНЕДЕЛЬНИК ,Х-182,2,0,941
"лаб.Пленкообр. вещества,",09.45-11.20 ,6-09,Седых В.А.,ВТОРНИК     ,Х-182,2,1,942
пр.Технология и оборудование производства,11.50-13.25 ,6-04,Москалев А.С.,ВТОРНИК     ,Х-182,2,0,943
"лаб.Пленкообр. вещества,",11.50-13.25 ,6-09,Седых В.А.,ВТОРНИК     ,Х-182,2,1,944
л.Технология и оборудование производства и переработки полимеров,13.35-15.10 ,6-13,Шутилин Ю.Ф.,ВТОРНИК     ,Х-182,2,0,945
л.Технология и оборудование производства и переработки полимеров,13.35-15.10 ,6-13,Шутилин Ю.Ф.,ВТОРНИК     ,Х-182,2,1,946
л.Химия и химическая технология биологически активных соединений,15.20-16.55 ,6-13,Болотов В.М.,ВТОРНИК     ,Х-182,2,0,947
л.Пленкообразующие вещества,15.20-16.55 ,6-13,Седых В.А.,ВТОРНИК     ,Х-182,2,1,948
лаб.Техн. и оборудование,09.45-11.20 ,6-09,Москалев А.С., СРЕДА      ,Х-182,2,0,949
лаб.Техн. и оборудование,11.50-13.25 ,6-09,Москалев А.С., СРЕДА      ,Х-182,2,0,950
лаб.Техн. и оборудование,13.35-15.10 ,6-09,Москалев А.С., СРЕДА      ,Х-182,2,0,951
л.Катализаторы и сорбенты,08.00-09.35 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,2,0,952
Физическая культура,08.00-09.35 ,452,-,ЧЕТВЕРГ     ,Х-182,2,1,953
л.Химическая технология неорганических веществ,09.45-11.20 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,2,0,954
л.Химическая технология неорганических веществ,09.45-11.20 ,143,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,2,1,955
"лаб.Катализаторы и сорбенты,",11.50-13.25 ,025,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,2,0,956
лаб.Химия и физика полимеров,11.50-13.25 ,6-13а,Москалев А.С.,ЧЕТВЕРГ     ,Х-182,2,1,957
"лаб.Катализаторы и сорбенты,",13.35-15.10 ,025,Кузнецова И.В.,ЧЕТВЕРГ     ,Х-182,2,0,958
лаб.Химия и физика полимеров,13.35-15.10 ,6-13а,Москалев А.С.,ЧЕТВЕРГ     ,Х-182,2,1,959
лаб.ХТНВ,09.45-11.20 ,025,Кузнецова И.В.,ПЯТНИЦА     ,Х-182,2,1,960
лаб.ХТНВ,11.50-13.25 ,025,Кузнецова И.В.,ПЯТНИЦА     ,Х-182,2,1,961
лаб.ХТНВ,13.35-15.10 ,025,Кузнецова И.В.,ПЯТНИЦА     ,Х-182,2,1,962
л.Проектирование энерго- и ресурсосберегающих предприятий и оборудования,09.45-11.20 ,6-35,Протасов А.В.,ВТОРНИК     ,Х-183,1,0,963
пр.Проектирование энерго- и ресурсосбер. предприятий и оборудования,11.50-13.25 ,6-34,Студеникина Л.Н.,ВТОРНИК     ,Х-183,1,0,964
пр.Проектирование энерго- и ресурсосбер. предприятий и оборудования,11.50-13.25 ,6-34,Студеникина Л.Н.,ВТОРНИК     ,Х-183,1,1,965
лаб.МАХПНиБ,13.35-15.10 ,6-03,Мальцев М.В.,ВТОРНИК     ,Х-183,1,1,966
лаб.МАХПНиБ,15.20-16.55 ,6-03,Мальцев М.В.,ВТОРНИК     ,Х-183,1,1,967
лаб.Оценка воздействия на окр. среду,08.00-09.35 ,30,Репин П.С., СРЕДА      ,Х-183,1,1,968
лаб.Применение прикладных программ,09.45-11.20 ,6-34б,Балабанова М.Ю., СРЕДА      ,Х-183,1,0,969
лаб.Оценка воздействия на окр. среду,09.45-11.20 ,30,Репин П.С., СРЕДА      ,Х-183,1,1,970
лаб.Применение прикладных программ,11.50-13.25 ,6-34б,Балабанова М.Ю., СРЕДА      ,Х-183,1,0,971
л.Применение прикладных программ в инженерных расчетах,11.50-13.25 ,6-24,Балабанова М.Ю., СРЕДА      ,Х-183,1,1,972
л.Моделирование энерго- и ресурсосберегающих процессов,13.35-15.10 ,6-24,Клепиков О.В., СРЕДА      ,Х-183,1,0,973
л.Трансформация и мониторинг .,15.20-16.55 ,6-24,Клепиков О.В., СРЕДА      ,Х-183,1,0,974
Физическая культура,08.00-09.35 ,452,-,ЧЕТВЕРГ     ,Х-183,1,1,975
"л.Машины и аппараты химических производств, нефтехимии и биотехнологии",09.45-11.20 ,8,Мальцев М.В.,ЧЕТВЕРГ     ,Х-183,1,1,976
л.Управление энерго- и ресурсосбережением на предприятии,11.50-13.25 ,6-35,Попова Л.В.,ЧЕТВЕРГ     ,Х-183,1,0,977
лаб.Управл. энерго- и ресурсосбер...,11.50-13.25 ,6-32,Попова Л.В.,ЧЕТВЕРГ     ,Х-183,1,1,978
лаб.Трансформация и мониторинг,13.35-15.10 ,6-32,Клепиков О.В.,ЧЕТВЕРГ     ,Х-183,1,0,979
лаб.Управл. энерго- и ресурсосбер...,13.35-15.10 ,6-32,Попова Л.В.,ЧЕТВЕРГ     ,Х-183,1,1,980
лаб.Трансформация и мониторинг,15.20-16.55 ,6-32,Клепиков О.В.,ЧЕТВЕРГ     ,Х-183,1,0,981
л.Эколого-экономический анализ в создании энерго- и ресурсосберегающих технологий,09.45-11.20 ,6-35,Плотникова Р.Н.,ПЯТНИЦА     ,Х-183,1,1,982
лаб.Эколого-экономический анализ,11.50-13.25 ,6-32,Плотникова Р.Н.,ПЯТНИЦА     ,Х-183,1,0,983
л.Оценка воздействия на окр. среду,11.50-13.25 ,6-35,Репин П.С.,ПЯТНИЦА     ,Х-183,1,1,984
лаб.Эколого-экономический анализ,13.35-15.10 ,6-32,Плотникова Р.Н.,ПЯТНИЦА     ,Х-183,1,0,985
лаб.Модел. энерго- и ресурсосбер. проц...,13.35-15.10 ,6-34,Клепиков О.В.,ПЯТНИЦА     ,Х-183,1,1,986
лаб.Модел. энерго- и ресурсосбер. проц...,15.20-16.55 ,6-34,Клепиков О.В.,ПЯТНИЦА     ,Х-183,1,1,987
лаб.МАХПНиБ,08.00-09.35 ,6-03,Мальцев М.В.,ВТОРНИК     ,Х-184,1,1,988
л.Проектирование энерго- и ресурсосберегающих предприятий и оборудования,09.45-11.20 ,6-35,Протасов А.В.,ВТОРНИК     ,Х-184,1,0,989
лаб.МАХПНиБ,09.45-11.20 ,6-03,Мальцев М.В.,ВТОРНИК     ,Х-184,1,1,990
пр.Проектирование энерго- и ресурсосбер. предприятий и оборудования,11.50-13.25 ,6-35,Протасов А.В.,ВТОРНИК     ,Х-184,1,0,991
пр.Проектирование энерго- и ресурсосбер. предприятий и оборудования,11.50-13.25 ,6-35,Протасов А.В.,ВТОРНИК     ,Х-184,1,1,992
лаб.Специальное оборудование отрасли,08.00-09.35 ,6-03,Мальцев М.В., СРЕДА      ,Х-184,1,0,993
лаб.Специальное оборудование отрасли,09.45-11.20 ,6-03,Мальцев М.В., СРЕДА      ,Х-184,1,0,994
л.Конструирование и расчет,09.45-11.20 ,6-35,Бабенко Д.С., СРЕДА      ,Х-184,1,1,995
л.Специальное оборудование отрасли,11.50-13.25 ,6-24,Мальцев М.В., СРЕДА      ,Х-184,1,0,996
л.Применение прикладных программ в инженерных расчетах,11.50-13.25 ,6-24,Балабанова М.Ю., СРЕДА      ,Х-184,1,1,997
л.Моделирование энерго- и ресурсосберегающих процессов,13.35-15.10 ,6-24,Клепиков О.В., СРЕДА      ,Х-184,1,0,998
лаб.Прим. прикладных программ,13.35-15.10 ,6-24,Балабанова М.Ю., СРЕДА      ,Х-184,1,1,999
лаб.Прим. прикладных программ,15.20-16.55 ,6-24,Балабанова М.Ю., СРЕДА      ,Х-184,1,1,1000
лаб.Управл. энерго- и ресурсосбер...,08.00-09.35 ,6-32,Попова Л.В.,ЧЕТВЕРГ     ,Х-184,1,0,1001
Физическая культура,08.00-09.35 ,452,-,ЧЕТВЕРГ     ,Х-184,1,1,1002
лаб.Управл. энерго- и ресурсосбер...,09.45-11.20 ,6-32,Попова Л.В.,ЧЕТВЕРГ     ,Х-184,1,0,1003
"л.Машины и аппараты химических производств, нефтехимии и биотехнологии",09.45-11.20 ,8,Мальцев М.В.,ЧЕТВЕРГ     ,Х-184,1,1,1004
л.Управление энерго- и ресурсосбережением на предприятии,11.50-13.25 ,6-35,Попова Л.В.,ЧЕТВЕРГ     ,Х-184,1,0,1005
пр.Конструирование и расчет,09.45-11.20 ,6-24,Балабанова М.Ю.,ПЯТНИЦА     ,Х-184,1,0,1006
л.Эколого-экономический анализ в создании энерго- и ресурсосберегающих технологий,09.45-11.20 ,6-35,Плотникова Р.Н.,ПЯТНИЦА     ,Х-184,1,1,1007
пр.Конструирование и расчет,11.50-13.25 ,6-24,Балабанова М.Ю.,ПЯТНИЦА     ,Х-184,1,0,1008
лаб.Эколого-экономический анализ,11.50-13.25 ,6-32,Плотникова Р.Н.,ПЯТНИЦА     ,Х-184,1,1,1009
лаб.Модел. энерго- и ресурсосбер. проц...,13.35-15.10 ,6-34,Клепиков О.В.,ПЯТНИЦА     ,Х-184,1,0,1010
лаб.Эколого-экономический анализ,13.35-15.10 ,6-32,Плотникова Р.Н.,ПЯТНИЦА     ,Х-184,1,1,1011
лаб.Модел. энерго- и ресурсосбер. проц...,15.20-16.55 ,6-34,Клепиков О.В.,ПЯТНИЦА     ,Х-184,1,0,1012
"лаб.Спец. оценка усл. труда,",08.00-09.35 ,6-41б,Нечесова Ю.М.,ВТОРНИК     ,Х-185,1,1,1013
пр.Процессы и аппараты защиты окружающей среды,09.45-11.20 ,6-03,Нечесова Ю.М.,ВТОРНИК     ,Х-185,1,0,1014
"лаб.Спец. оценка усл. труда,",09.45-11.20 ,6-41б,Нечесова Ю.М.,ВТОРНИК     ,Х-185,1,1,1015
л.Специальная оценка условий труда,11.50-13.25 ,6-39,Кушнир А.А.,ВТОРНИК     ,Х-185,1,0,1016
л.Специальная оценка условий труда,11.50-13.25 ,6-39,Кушнир А.А.,ВТОРНИК     ,Х-185,1,1,1017
пр.Оценка воздействия на окружающую среду,08.00-09.35 ,30,Репин П.С., СРЕДА      ,Х-185,1,0,1018
пр.Оценка воздействия на окружающую среду,09.45-11.20 ,30,Репин П.С., СРЕДА      ,Х-185,1,0,1019
л.Процессы и аппараты защиты окружающей среды,09.45-11.20 ,6-31,Пугачева И.Н., СРЕДА      ,Х-185,1,1,1020
л.Оценка воздействия на окружающую среду,11.50-13.25 ,143,Репин П.С., СРЕДА      ,Х-185,1,0,1021
л.Оценка воздействия на окружающую среду,11.50-13.25 ,143,Репин П.С., СРЕДА      ,Х-185,1,1,1022
Физическая культура,08.00-09.35 ,452,-,ЧЕТВЕРГ     ,Х-185,1,1,1023
пр.Ноксология,09.45-11.20 ,6-42,Власова Л.А.,ЧЕТВЕРГ     ,Х-185,1,0,1024
л.Ноксология,11.50-13.25 ,6-39,Власова Л.А.,ЧЕТВЕРГ     ,Х-185,1,0,1025
